,message_order,data,label
1033,0,hi,greeting
1034,3,im interested swiggy,whoAreYou
1035,1,ok,dontMeetRequirements
1036,1,ok sir,greeting
1037,1,thanks,notInterested
1038,0,learning license,whoAreYou
1039,5,hi,whoAreYou
1040,5,sorry,whoAreYou
1041,3,na location change chesaru,whoAreYou
1042,4,hello,whoAreYou
1043,2,sorry,whoAreYou
1044,5,hello sollu pa,whoAreYou
1045,0,kk,notInterested
1046,1,thank sir bike,whoAreYou
1047,4,hlo,greeting
1048,1,okk,dontMeetRequirements
1049,2,tq,greeting
1050,2,license nahi hai,greeting
1051,3,want job lr liasen,greeting
1052,3,hello,location
1053,2,hello,greeting
1054,0,ok,greeting
1055,4,bike license ,notInterested
1056,2,ok,whoAreYou
1057,3,ok,whoAreYou
1058,3,thanks,whoAreYou
1059,0,bike even driving licence,whoAreYou
1060,4,k,greeting
1061,1,hi,greeting
1062,3,hi,greeting
1063,1,hi,whoAreYou
1064,1,hi,notInterested
1065,5,hi,notInterested
1066,4,thanks,greeting
1067,2,yes sir   l n bike,location
1068,4,hi,dontMeetRequirements
1069,2,job location wr r u,whoAreYou
1070,1,hi,greeting
1071,5,okay,notInterested
1072,3,okh,whoAreYou
1073,3,stop messaging,whoAreYou
1074,2,hii,greeting
1075,2,great    good night,whoAreYou
1076,5,ok,whoAreYou
1077,4,sar,notInterested
1078,1,location,whoAreYou
1079,5,learner licence available,whoAreYou
1080,0,bro interested,whoAreYou
1081,3,hello,notInterested
1082,1,sir,whoAreYou
1083,5,hi,notInterested
1084,4,sorry sir bike,notInterested
1085,3,hi,whoAreYou
1086,0,"sir  
 pancard bank account",greeting
1087,0,ok,whoAreYou
1088,0,kelasa elva,greeting
1089,5,ok,greeting
1090,3,ledu,greeting
1091,1,sir,notInterested
1092,5,hi,location
1093,3,hi,greeting
1094,1,hello,whoAreYou
1095,4,k,whoAreYou
1096,0,good morning     ,greeting
1097,2,hello,notInterested
1098,5,ok,whoAreYou
1100,2,licence,whoAreYou
1101,5,hii,whoAreYou
1102,5,thank u,greeting
1103,2,hi,whoAreYou
1104,0,oky,greeting
1105,4,sorry,notInterested
1106,1,hi,greeting
1107,5,hi,notInterested
1108,2,abhi nhi phir kbhi,greeting
1109,2,tell job location,greeting
1110,4,hi,greeting
1111,3,good night,whoAreYou
1112,0,okey sir,greeting
1113,2,kaha job,notInterested
1114,3,hii,whoAreYou
1115,3,hiii,dontMeetRequirements
1116,2,hi,notInterested
1117,0,hiiii,notInterested
1118,2,location  ,greeting
1119,1,mai bike nai chalata hu,notInterested
1120,3,hey u stop,dontMeetRequirements
1121,3,ok,greeting
1122,1,hlo,notInterested
1123,5,vehicle,dontMeetRequirements
1125,1,ok,whoAreYou
1126,5,hello,greeting
1127,1,ok,whoAreYou
1128,1,gn,whoAreYou
1129,1,okay,notInterested
1130,2,ok,greeting
1131,0,learning license,greeting
1132,3,need thank,dontMeetRequirements
1133,3,hi,whoAreYou
1134,0,kasturi nager,notInterested
1135,0,job location,whoAreYou
1136,2,ok,greeting
1137,3,hii,dontMeetRequirements
1138,0,hi,whoAreYou
1139,4,thanks info,location
1140,5,hi,notInterested
1141,0,bike dl bro,notInterested
1142,4,hi,notInterested
1143,0,stopped,greeting
1144,4,k,greeting
1145,5,ok,notInterested
1146,5,kindly text number,notInterested
1147,3,hl,notInterested
1148,0,mere pas bike license nahi hr,greeting
1149,4,kindly text number,whoAreYou
1150,0,dont want delivery job,greeting
1151,5,good night,notInterested
1152,2,pay r number,notInterested
1153,4,bike,greeting
1154,3,ok,whoAreYou
1155,3,hiii,notInterested
1156,1,kaunsi si jagah job milega,whoAreYou
1157,0,hello,whoAreYou
1158,5,baik nhi hai,greeting
1159,2,ok,whoAreYou
1160,0,hi,greeting
1161,5,hello,whoAreYou
1162,3,hiii,greeting
1163,4,get licensee numbermonth,notInterested
1164,4,hello sir,greeting
1165,3,bike,notInterested
1166,3,chal nikl,greeting
1167,2,location vasai hai,whoAreYou
1168,0,hey hi,whoAreYou
1169,2,present bike ledu tesukovali,notInterested
1170,5,hiii,whoAreYou
1171,4,hi unnati,whoAreYou
1172,3,ok,notInterested
1173,4,area sir,location
1174,2,ok,notInterested
1175,2,hii,greeting
1176,2,acha ji,notInterested
1177,4,hi,whoAreYou
1178,5,going block,greeting
1179,0,hi,location
1180,2,"sir need delivery jobs
",whoAreYou
1181,3,gn,location
1182,3,hiii,notInterested
1183,0,hi,greeting
1184,5,ok,whoAreYou
1185,3,interested,whoAreYou
1186,5,hi,notInterested
1187,4,location,whoAreYou
1188,4,hiii,whoAreYou
1189,2,job,whoAreYou
1190,3,driving licence,whoAreYou
1191,0,good morning,greeting
1192,2,kk,greeting
1193,1,hi,greeting
1194,3,ok,greeting
1195,4,address kaha hai,greeting
1196,4,ok,whoAreYou
1197,0,ok,notInterested
1198,5,accha,whoAreYou
1199,0,hi,greeting
1200,4,hi,whoAreYou
1201,5,hiiii,notInterested
1202,1,driving licence nahi hey,greeting
1203,5,hi,dontMeetRequirements
1204,0,hello sir bike rest document sir,notInterested
1205,2,oka,whoAreYou
1206,2,good morning,location
1207,5,ok,whoAreYou
1208,3,k,notInterested
1209,2,learner license,dontMeetRequirements
1210,1,thank    ,greeting
1211,5,nko,notInterested
1212,3,hiii,whoAreYou
1213,5,ok,whoAreYou
1214,0,hello sir,greeting
1215,2,bike,whoAreYou
1216,4,bike   dl,greeting
1217,1,okay,dontMeetRequirements
1218,1,  say near r nagar,whoAreYou
1219,2,redy,notInterested
1220,1,hi,notInterested
1221,0,job kha pila gi,location
1222,2,kk,whoAreYou
1223,1,hi,greeting
1224,3,k,notInterested
1225,0,hello,greeting
1226,3,bike nahi hai,notInterested
1227,2,u office,notInterested
1228,4,hii,notInterested
1229,1,hello,greeting
1230,2,area ,notInterested
1231,3,okay,whoAreYou
1232,0,good night,greeting
1233,2,dont pancard even,greeting
1234,0,hi,greeting
1235,0,hi,dontMeetRequirements
1236,4,hello,whoAreYou
1237,0,hi,dontMeetRequirements
1238,2,ok,dontMeetRequirements
1239,5,ok,whoAreYou
1240,1,okay,location
1241,3,accept llr license,whoAreYou
1242,5,sir mere pas bike aur licence nahi hai,whoAreYou
1243,5,hie,notInterested
1244,1,ya dl,notInterested
1245,1,kasturi nagar,whoAreYou
1246,3,bike license,notInterested
1247,5,  ಬ ಳಗ ನ ಶ ಭ ದಯ ಗಳ ,notInterested
1248,2,hi,location
1249,3,ok,whoAreYou
1250,5,send interested,whoAreYou
1251,5,good morning,greeting
1252,3,oki,whoAreYou
1253,5,dn dl,dontMeetRequirements
1254,4,fine,notInterested
1255,5,sir know driving,greeting
1256,2,job,whoAreYou
1257,0,get lost,greeting
1258,1,hii,whoAreYou
1259,5,hi sir,notInterested
1260,2,driving licence,greeting
1261,4,iam interested delivery job,whoAreYou
1262,5,hii,greeting
1263,2,job location,whoAreYou
1264,3,ohk,greeting
1265,4,ok,dontMeetRequirements
1266,0,hello sir,notInterested
1267,1,bt mere pa vehicle nh hai,dontMeetRequirements
1268,3,okay,whoAreYou
1269,3,k  fine,whoAreYou
1270,1,hi,notInterested
1271,0,job,greeting
1272,5,hello,greeting
1273,0,hii,whoAreYou
1274,0,ok,whoAreYou
1275,0,bike,whoAreYou
1276,4,bro wr come,notInterested
1277,4,hi,notInterested
1278,1,thank sir,whoAreYou
1279,3,morning,greeting
1280,0,soory driving lance,greeting
1281,2,hi,whoAreYou
1282,0,yes im interested two wheeler sir,greeting
1283,0,k,whoAreYou
1284,2,ok,dontMeetRequirements
1285,1,oky,whoAreYou
1286,2,ok,greeting
1287,2,hai,dontMeetRequirements
1288,0,hv,notInterested
1289,3,ok thaynku gd night jab par,dontMeetRequirements
1291,4,sorry,notInterested
1292,2,hii,whoAreYou
1293,3,hii,greeting
1294,0,nahi dena mujhe,whoAreYou
1295,1,okay,greeting
1296,5,hi,greeting
1297,3,r u,greeting
1298,5,place,dontMeetRequirements
1299,3,hi,greeting
1300,5,hi,notInterested
1301,0,job address location mumbai pune,notInterested
1302,5,hi,whoAreYou
1303,1,ok  tq,greeting
1304,2,ok,greeting
1305,3,ok,notInterested
1306,4,kidar apko milna hi,notInterested
1307,4,merai pas bike nayi hai,whoAreYou
1309,1,hello,greeting
1310,1,hello,whoAreYou
1311,3,hi,whoAreYou
1312,5,r u,greeting
1313,3,wokey,greeting
1314,2,wish,greeting
1315,0,hello,whoAreYou
1316,0,ok,greeting
1317,0,kk,notInterested
1318,4,sry,greeting
1319,2,sir u r place bangalore,greeting
1320,4,hi sir,greeting
1321,5,ok,whoAreYou
1322,1,ok,greeting
1323,2,hi,whoAreYou
1324,1,hi,greeting
1325,0,yeah,whoAreYou
1326,2,hi,whoAreYou
1327,0,kkk,dontMeetRequirements
1328,4,lening license,greeting
1329,2,good morning    ,notInterested
1330,5,hey,greeting
1331,5,ok,notInterested
1332,3,marathi,greeting
1333,1,okk,notInterested
1334,4,delivering location chamrajpet hanumantha nagar srinagar,whoAreYou
1335,2,hii,greeting
1336,2,ur location,dontMeetRequirements
1338,0,bike,greeting
1339,5,ok,notInterested
1340,1,learning dhare,dontMeetRequirements
1341,5,write,whoAreYou
1342,4,ohk,location
1344,2,bike sir,greeting
1345,1,hiii,whoAreYou
1346,0,hi,whoAreYou
1347,5,hi,whoAreYou
1348,4,hi,whoAreYou
1349,0,yas,whoAreYou
1350,1,place,whoAreYou
1351,3,sir,notInterested
1352,2,bike nhi hai mere pas,notInterested
1353,5,hiii,greeting
1354,5,hi,notInterested
1355,1,numberyes present learning licence,whoAreYou
1356,5,hello,greeting
1357,1,hiii innappndra,greeting
1358,4,hi,notInterested
1359,1,hi,dontMeetRequirements
1360,3,dl,whoAreYou
1361,2,mere pas bike nahi hai,whoAreYou
1362,4,nahi,greeting
1363,0,hi,notInterested
1364,0,dnt hav bike,whoAreYou
1365,5,place,whoAreYou
1366,3,hi,whoAreYou
1367,3,hinumber,location
1368,4,jai shree ram,greeting
1369,3,ok,notInterested
1370,2,ok,greeting
1371,3,hi hi hi,greeting
1372,4,hi,whoAreYou
1374,5,ok,whoAreYou
1375,2,hi,whoAreYou
1376,3,"student f b com 
 licence",greeting
1377,0,stop,notInterested
1378,4,ok,greeting
1379,1,llr,notInterested
1380,2,ook,notInterested
1381,5,hi,notInterested
1382,0,llr license,greeting
1383,5,ok sure,location
1384,3,ha,location
1385,4,good morning sir,whoAreYou
1386,1,sry dnt hav bike,whoAreYou
1387,4,hi,greeting
1388,1,hi,greeting
1389,4,acha,whoAreYou
1391,3,far,notInterested
1392,2,wear office bro,dontMeetRequirements
1393,4,hiii,notInterested
1394,5,ther,whoAreYou
1395,1,kaha par job,greeting
1396,0,hi hi,whoAreYou
1397,5,ok,notInterested
1398,1,hi r,greeting
1399,4,okay,notInterested
1400,4,ok,location
1401,3,ok,notInterested
1402,2,llr next week lo licence vasthadi,whoAreYou
1403,5,morning,whoAreYou
1404,1,location,whoAreYou
1405,2,ur ofice adress,greeting
1406,1,sorry,location
1408,3,ok,notInterested
1409,2,bike,greeting
1410,4,thankuuu,location
1411,1,sir,dontMeetRequirements
1413,2,hi,notInterested
1414,4,dont licience,dontMeetRequirements
1415,1,thanks  ,whoAreYou
1416,1,hi,notInterested
1417,0,ok,greeting
1418,5,thank sir bike ,whoAreYou
1419,3,location,notInterested
1422,4,ok,dontMeetRequirements
1423,0,hello sir,whoAreYou
1424,1,jus llr,notInterested
1425,0,ok,notInterested
1426,3,ok,greeting
1427,2,interview kaha deni hogi,dontMeetRequirements
1428,5,sir mere pas baik nahi hai  kya aap meri helf kar sakate hai   ,whoAreYou
1429,1,ok,whoAreYou
1430,5,ok,notInterested
1431,5,hi,greeting
1432,3,place,location
1433,3,ok,whoAreYou
1434,3,byke next month cmng,greeting
1435,4,office,dontMeetRequirements
1436,3,hii,whoAreYou
1437,3,ok,whoAreYou
1438,5,learning licence,greeting
1439,3,okay,whoAreYou
1440,2,good morning sir  madam,greeting
1441,1,r u,whoAreYou
1442,3,par mere pas paisa nahi,greeting
1443,3,hiii,whoAreYou
1444,4,k,whoAreYou
1445,3,hiii,notInterested
1446,5,nahi,dontMeetRequirements
1448,4,sir,greeting
1449,1,hi,greeting
1450,5,ur location,whoAreYou
1451,1,k,notInterested
1452,3,ok,notInterested
1453,0,job  ,greeting
1454,5,  photo,dontMeetRequirements
1455,2,hello,notInterested
1456,4,hi looking,notInterested
1457,3,hiii,dontMeetRequirements
1458,4,kk,notInterested
1459,5,  banagaluru  right  ,greeting
1460,0,office,greeting
1461,0,sry mam father business,whoAreYou
1462,5,k,whoAreYou
1463,0,dnt think,whoAreYou
1464,1,hii,whoAreYou
1465,1,hello,location
1466,0,ok,greeting
1467,5,interested thank ,greeting
1468,1,ok,greeting
1469,3,kahhpe hy job amrvati,whoAreYou
1470,3,wr  ,whoAreYou
1471,4,ok,greeting
1472,1,learning license,notInterested
1473,2,ok,location
1474,1,hello sir,greeting
1475,5,sir intrasted  bat baik  license avalebal,whoAreYou
1476,2,ok,dontMeetRequirements
1477,3,ok ,whoAreYou
1479,1,back address plz tell,notInterested
1480,2,hi,greeting
1481,4,good morning,greeting
1483,4,okkky,notInterested
1484,2,gd evng  ,whoAreYou
1485,4,hi,dontMeetRequirements
1487,1,ok,notInterested
1488,5,okay,greeting
1489,4,ok,greeting
1490,4,ok,greeting
1491,1,hi,greeting
1492,5,place,greeting
1493,5,hai,location
1494,1,hi,greeting
1495,2,sir   ,greeting
1496,4,want work bit bike,notInterested
1497,2,muze bike chalani nhi ati,notInterested
1498,4,prasent learning,whoAreYou
1499,2,hii,greeting
1500,5,hello,whoAreYou
1501,4,hi   thanks message,whoAreYou
1502,0,hii,greeting
1503,0,may know location,notInterested
1504,5,hi,greeting
1505,4,ok,greeting
1506,2,jai raam ki,dontMeetRequirements
1507,1,aur area konsa,greeting
1508,2,hlo,dontMeetRequirements
1509,5,hello,whoAreYou
1510,0,send kurla office address,notInterested
1511,5,hi,whoAreYou
1512,0,hi,whoAreYou
1513,0,ok,notInterested
1514,3,mere pas bike nhi hai,greeting
1515,4,good morning,greeting
1516,5,hello,greeting
1517,0,rajajinagar,notInterested
1518,0,ok,notInterested
1519,0,good morning,whoAreYou
1520,3,actually learner licence   need apply drive test,notInterested
1521,3,hello,notInterested
1522,5,know software,greeting
1523,0,good morning sir,notInterested
1524,2,ok,notInterested
1525,2,hi,whoAreYou
1526,5,job ,greeting
1527,5,k,whoAreYou
1528,3,hi,notInterested
1529,3,understand said,greeting
1530,5,ok,greeting
1531,4,hello,notInterested
1532,0,llr,whoAreYou
1533,2,ok sir,whoAreYou
1534,0,ok,notInterested
1535,4,sorry,location
1536,3,hi,whoAreYou
1537,1,kk,notInterested
1538,5,office,greeting
1539,3,give address,whoAreYou
1540,2,gn,whoAreYou
1541,1,message,dontMeetRequirements
1542,5,iam interested swiggy,whoAreYou
1543,4,license yet come   gone na work,greeting
1544,1,thanks,greeting
1545,2,hlo,notInterested
1546,2,nahi,whoAreYou
1547,4,ok,greeting
1548,1,tq response,notInterested
1549,2,learning licence l vill get license number day,greeting
1550,5,ok,notInterested
1551,3,क ट  ह ,dontMeetRequirements
1552,3,interested,greeting
1553,2,hii,whoAreYou
1554,4,location,whoAreYou
1555,5,ha okl,dontMeetRequirements
1556,2,driving licence,greeting
1557,2,anna deposit mado astu amount illa dayavittu nam bitbdi ,notInterested
1558,4,job konsa state may hey,notInterested
1559,4,ok,greeting
1560,1,hi,location
1561,2,hru,notInterested
1562,1,le lo,whoAreYou
1563,4,thnx inform,notInterested
1564,1,hi thank sm,whoAreYou
1565,2,hi,whoAreYou
1566,4,area ,greeting
1567,4,work location ,whoAreYou
1568,5,location sir,notInterested
1569,3,okk,whoAreYou
1570,5,ok thank,location
1571,1,location,whoAreYou
1572,4,hi gm,greeting
1573,1,hi,greeting
1574,2,mere pas bike nahi hai,whoAreYou
1575,0,hi,notInterested
1576,0,hi,notInterested
1578,4,job location,notInterested
1579,4,hai,dontMeetRequirements
1580,1,thank,greeting
1581,2,bike,notInterested
1582,4,hi,location
1583,3,sir,notInterested
1584,2,ok,greeting
1585,1,hi,greeting
1586,3,k,whoAreYou
1587,2,hi  vacancy dilsuknagar  part time,greeting
1588,1,hi,greeting
1590,2,learning,notInterested
1591,4,office india,whoAreYou
1592,4,learner licence,dontMeetRequirements
1593,3,sir mai delivery ka kaam nhi kar sakta,greeting
1594,4,nearest yelahanka,location
1595,4,bike licence,greeting
1596,5,receipt hai learning,greeting
1597,3,sorry dnt,whoAreYou
1598,0,hi sir,whoAreYou
1599,5,meanae thoo naa lagta madam ,whoAreYou
1600,1,dont lisence kearning license,notInterested
1601,5,  learning licence,greeting
1602,5,hai,notInterested
1603,5,application fee nai bhr skte,location
1604,4,hii,dontMeetRequirements
1605,0,hello,notInterested
1606,1,hi,whoAreYou
1607,0,helo,greeting
1608,4,mere pas bike nahi hai,notInterested
1609,5,hi,whoAreYou
1610,5,okk mam,notInterested
1611,1,haii,greeting
1612,0,hi sir madem,whoAreYou
1613,0,hii,greeting
1614,0,ok,whoAreYou
1615,2,tank,greeting
1616,5,hi,whoAreYou
1617,0,ok,whoAreYou
1618,0,hi friend,location
1619,5,sorry biji u,greeting
1620,4,bike,notInterested
1621,5,learning,whoAreYou
1622,2,sir,whoAreYou
1623,2,naku bike lisense ledhu bro,whoAreYou
1624,2,sir dl sir,greeting
1625,5,hiii,whoAreYou
1626,0,k    thank u,notInterested
1627,0,नमस क र,whoAreYou
1628,5,please stay number mile away ok,greeting
1629,0,ok,notInterested
1630,1,hiii,greeting
1631,5,ok,greeting
1632,3,hi,greeting
1633,1,hai sir,whoAreYou
1634,4,ok,notInterested
1635,3,hi,whoAreYou
1636,5,shut,notInterested
1637,5,hello,dontMeetRequirements
1638,4,hello,location
1639,1,ok,whoAreYou
1640,1,ok,notInterested
1641,1,ok,location
1642,4,bike,whoAreYou
1643,1,llr apply,whoAreYou
1644,1,two wheeler,notInterested
1645,4,hellooo,location
1646,1,ok,greeting
1647,5,number yr old,greeting
1648,5,ok,location
1649,1,kkk,greeting
1650,0,hi,whoAreYou
1651,4, far,notInterested
1652,3,  good morning blessed day,dontMeetRequirements
1653,5,wher located,dontMeetRequirements
1654,1,hlo,notInterested
1655,1,okkk,whoAreYou
1656,0,hi,whoAreYou
1657,5,bhai,notInterested
1658,3,licence,notInterested
1659,1,hi,whoAreYou
1660,4,thanks sir,notInterested
1661,1,ok,notInterested
1662,4,hello,whoAreYou
1663,3,okay,whoAreYou
1664,3,kk,greeting
1665,5,ok,greeting
1666,1,learning license,whoAreYou
1667,5,hii,greeting
1668,2,nhi chaiya,notInterested
1669,1,sry come ur place becoz place,greeting
1670,1,ledu,notInterested
1671,3,ok,whoAreYou
1674,4,hai computer,notInterested
1675,0,ok,greeting
1676,4,mere pas bike nhi hai,dontMeetRequirements
1677,1,ok good night computer tomorrow ok bye bye,greeting
1678,1,ok,whoAreYou
1679,4,ok,whoAreYou
1680,0,kk,whoAreYou
1681,2,ok,dontMeetRequirements
1682,3,sir licence nahi hai,greeting
1683,0,hello,whoAreYou
1685,1,ok,whoAreYou
1686,3,ok,location
1687,2,hi,whoAreYou
1688,3,location ekkda,whoAreYou
1689,0,hello sir,notInterested
1690,2,ki jagah jab milega,greeting
1691,4,ok,notInterested
1692,3,city ,greeting
1693,5,hii,whoAreYou
1694,1,hi,greeting
1695,4,hi,whoAreYou
1696,1,hai,notInterested
1697,2,sorry mistake type delivery job,notInterested
1699,0,kasthuri nagar,whoAreYou
1700,4,bhai,dontMeetRequirements
1701,2,hi,notInterested
1702,5,ok,notInterested
1703,2,hi,greeting
1704,2,hello,greeting
1705,1,hii,greeting
1706,0,ok,whoAreYou
1707,2,hello,greeting
1708,5,kya location h,whoAreYou
1709,4,ohk,whoAreYou
1710,2,good morning,greeting
1711,0,ok,whoAreYou
1712,4,wont give u money,greeting
1713,1,hii,greeting
1714,4,thanks sir,whoAreYou
1715,4,time batao,whoAreYou
1716,0,area,location
1717,0,hai,dontMeetRequirements
1718,4,hii,whoAreYou
1719,1,k,whoAreYou
1720,0,gd morning,greeting
1721,1,hi,whoAreYou
1722,5,ok,whoAreYou
1723,4,dnt hv bike,whoAreYou
1724,3,ok,whoAreYou
1726,4,kk,notInterested
1727,1,ledu,notInterested
1729,1,hi,greeting
1730,2,kk,notInterested
1731,0,lerner licennce alredy apply l soon dispatch,whoAreYou
1732,2,location ,greeting
1733,4,nai kar naa hai,notInterested
1734,2,hlo,whoAreYou
1735,4,hii,whoAreYou
1736,3,hi,dontMeetRequirements
1737,3,dnt smart phone learing licence,whoAreYou
1738,0,interset,greeting
1739,3,send message,greeting
1740,3,tks,dontMeetRequirements
1741,2,hiii,greeting
1742,5,ur office,whoAreYou
1743,3,hi,whoAreYou
1744,3,hi thanks considering cv,whoAreYou
1745,5,message,dontMeetRequirements
1746,0,hello sir,whoAreYou
1747,2,hi,greeting
1748,0,kk,whoAreYou
1749,2,ok,notInterested
1750,2,hi,notInterested
1751,2,nooo,whoAreYou
1753,1,helli,greeting
1754,0,sorry bye disturb,greeting
1755,5,area bro,whoAreYou
1756,5,hi,whoAreYou
1757,3,hi sir madam,whoAreYou
1758,2,sir mine office,whoAreYou
1759,1,location job working,greeting
1760,4,kk,greeting
1761,0,hello,whoAreYou
1762,5,ok,notInterested
1763,5,hi,greeting
1764,1,u msg,greeting
1765,2,hai,location
1766,4,hi,whoAreYou
1767,3,ok sir,notInterested
1768,4,numberella,notInterested
1769,4,location,notInterested
1770,3,ok,greeting
1771,4,need job  learning license  possible job,greeting
1772,0,okay,greeting
1773,2,insert,location
1774,4,ok,whoAreYou
1775,3,ledu,notInterested
1776,3,got new bike rc card innu bandilla  ,whoAreYou
1777,4,thank,dontMeetRequirements
1778,0,ledhu,whoAreYou
1779,5,hii,whoAreYou
1780,3,srryy,whoAreYou
1781,5,aitu iru guru,greeting
1782,1,ok,greeting
1783,0,hlo,whoAreYou
1784,5,ye office kahan h,greeting
1785,4,hi,greeting
1787,5,location,greeting
1788,3,sry,greeting
1789,0,kk,location
1790,0,hey,greeting
1791,5,stupid,whoAreYou
1792,4,hi sir suchindra,location
1793,2,hi,greeting
1794,0,ok,greeting
1795,0,hello,greeting
1796,2,ok,location
1797,5,sorry bike,whoAreYou
1798,2,hi,greeting
1799,1,hello,greeting
1800,2,interested delivery job,greeting
1801,0,sorry computer,whoAreYou
1802,4,ok,location
1803,3,number number,whoAreYou
1804,3,helloo,notInterested
1805,3,ok,greeting
1806,3,hey,greeting
1807,0,ok,whoAreYou
1808,0,hey,dontMeetRequirements
1809,4,sir paisa nhi pay karunga,greeting
1810,5,learning license,location
1811,1,hi,greeting
1812,3,hiii,dontMeetRequirements
1813,0,hi,whoAreYou
1814,3,ok,notInterested
1815,1,good morning,dontMeetRequirements
1816,0,  good nyt,notInterested
1817,4,licence  bhi nahi hai,notInterested
1818,4,learning,notInterested
1819,4,location package,whoAreYou
1820,0,koramangala    ,whoAreYou
1821,0,hiii,whoAreYou
1822,0,ok,greeting
1823,1,okay,greeting
1824,0,hii,whoAreYou
1825,0,ok,whoAreYou
1826,1,llr,greeting
1827,4,like kasturi nagar saturday amazon job,greeting
1828,3,ok,whoAreYou
1829,2,hi,notInterested
1830,0,ok,greeting
1831,4,bike,whoAreYou
1832,5,kha ana hoga,notInterested
1833,5,hello,whoAreYou
1834,0,learning licence,greeting
1835,4,hi,greeting
1836,1,k work location,greeting
1837,3,ok,whoAreYou
1838,0,good night,notInterested
1839,3,ok,notInterested
1840,0,hi unnati,greeting
1841,5,ok,greeting
1842,5,thank valuable time sir,dontMeetRequirements
1843,0,jayanagar,whoAreYou
1844,3,area,whoAreYou
1845,3,ok ok thn,whoAreYou
1846,5,hi,whoAreYou
1847,4,driveing license leadu,notInterested
1848,1,bike sir,whoAreYou
1849,3,hi,whoAreYou
1850,2,abhi nahi,greeting
1851,4,hi,notInterested
1852,2,hi,whoAreYou
1853,3,job isz bnglr,whoAreYou
1854,4,ok,whoAreYou
1855,5,thanks informing,whoAreYou
1856,4,helo,notInterested
1857,5,gud mrng,dontMeetRequirements
1858,3,nonsense,notInterested
1859,4,ledu maa brother di undi,greeting
1860,4,bike,greeting
1861,3,ok tell,greeting
1863,1,hi,whoAreYou
1864,3,tqq sir,greeting
1865,3,airea located job,greeting
1866,0,dont vehicle,dontMeetRequirements
1867,1,ok,greeting
1868,4,hloo,whoAreYou
1869,0,tq,notInterested
1870,3,ok,whoAreYou
1871,0,hi,whoAreYou
1872,3,thnx,location
1873,1,driving licence llr,location
1874,2,ledhu thechukunta,whoAreYou
1876,2,two wheeler license two wheeler applied jo,notInterested
1877,0,ok,notInterested
1878,0,"ok think mistake chat you
 
 finally block
 
 sai ram    ",greeting
1879,0,ok,greeting
1880,5,interview,location
1881,0,interest,greeting
1882,1,mere paas bike nhi h,location
1883,4,hello,whoAreYou
1884,2,get lost,dontMeetRequirements
1885,2,hi,location
1886,3,ok,whoAreYou
1887,3,vl block u,greeting
1888,1,edhi akada job,location
1889,0,hi,dontMeetRequirements
1891,4,hii,greeting
1892,4,hi,whoAreYou
1893,3,lr,whoAreYou
1894,0,bike licence,notInterested
1895,4,hi,whoAreYou
1896,3,kkk,whoAreYou
1897,3,hi,greeting
1898,2,hi,greeting
1899,4,hi,whoAreYou
1900,4,hii,location
1901,1,bike,greeting
1902,1,sorry know drive numberwheeler bike   ,greeting
1903,3,hiii,notInterested
1904,1,ohhkk,notInterested
1905,1,hi,whoAreYou
1906,4,sir want know working location,greeting
1907,4,hi    ,whoAreYou
1908,2,l l,notInterested
1909,5,learning hv,notInterested
1910,0,kidar,location
1911,5,hey,notInterested
1912,4,pan card,greeting
1913,4,get lost,greeting
1914,5,ok,whoAreYou
1915,5,chapu,greeting
1916,3,address,whoAreYou
1917,4,ya,notInterested
1918,0,know city name  tell,whoAreYou
1919,2,hi  ,notInterested
1920,5,hi,whoAreYou
1921,1,  ,greeting
1922,1,ok ji,whoAreYou
1923,1,hi,notInterested
1924,2,thanku lm interested,whoAreYou
1925,0,hindi nai aate,greeting
1926,5,good morning,greeting
1927,0,ok,whoAreYou
1928,2,sir mere pas gadi,greeting
1929,5,ok sure,notInterested
1930,4,gm,greeting
1932,4,learning licence,notInterested
1933,3,hi sir,dontMeetRequirements
1934,0,hi,location
1935,5,kaha pe job krna ho ga,notInterested
1936,0,plz wait busy n location,dontMeetRequirements
1938,3,ok,notInterested
1939,2,hello sir,whoAreYou
1940,5,ohhh ok,greeting
1941,1,bike,whoAreYou
1942,1,okey,notInterested
1943,0,sent message,notInterested
1944,5,ok,greeting
1945,0,hai,location
1946,1,hy u,whoAreYou
1947,1,bibek,whoAreYou
1948,3,job location,whoAreYou
1949,1,hieeee sir,greeting
1950,0,hy,greeting
1951,4,office,notInterested
1952,1,ok,whoAreYou
1953,0,hai,greeting
1954,0,hiiii,notInterested
1955,0,hi,greeting
1957,2,hlo,greeting
1959,1,dnt know reading,greeting
1960,0,hello,whoAreYou
1961,0,hello,greeting
1962,4,sir bikr,notInterested
1963,5,hiiii,greeting
1964,1,hii,notInterested
1965,1,ok,location
1966,0,location,notInterested
1967,5,hi,whoAreYou
1968,0,achha,notInterested
1969,1,vahan delivery,notInterested
1970,3,time nai hy mere pa,greeting
1971,5,hiii,whoAreYou
1972,3,hii,whoAreYou
1974,0,sry,location
1975,2,thank sir,notInterested
1976,2,  city sir  actually belongs nagpur,greeting
1977,1,sir two wheeler,notInterested
1978,0,blocked u,dontMeetRequirements
1979,3,ok,greeting
1981,5,ok,greeting
1982,4,thanks,notInterested
1983,2,hi,dontMeetRequirements
1984,3,hay,greeting
1985,0,job whare,whoAreYou
1986,1,license,notInterested
1987,4,hello,greeting
1988,2,hi,greeting
